id,input_text,Frame,tag
34327,The city has tried different strategies Covering the lake bed in gravel,Solution Frame,0
117811,Within 30 days the United States could reenter the agreement and submit a new pledge for how the country plans to tackle climate change,Solution Frame,0
60944,Those include elevating homes on stilts which lets water pass underneath during flooding,Solution Frame,0
26721,Codes can also be used to require that new or renovated homes and major transport networks to be elevated higher off the ground and to ensure that electrical systems and generators are protected by waterproof paneling and placed above basement or ground level,Solution Frame,0
117820,But emissions could fall further if technologies like electric cars or solar power proliferate faster than expected or if Congress or a new administration enacts additional policies like a price on carbon,Solution Frame,0
8667,The amount of energy required to recycle aluminum for example is less than 5 percent of the energy needed to mine new ore from the ground,Solution Frame,0
22399,The plan involves an urgent sequence of actions that in theory will unfold like this Step 1 The Nature Conservancy a large environmental nonprofit takes out an insurance policy for the coral reefs surrounding the islands of Oahu Molokai Lanai Maui and Hawaii despite not owning those reefs which are on public land,Solution Frame,0
97562,But big reductions of greenhouse gases can make a difference  the difference say between four concurrent disasters in New York someday if we continue with business as usual and just one at a time if we change course,Solution Frame,0
15837,After the product was determined to be ecologically safe Glass Half Full installed a demonstration project on PointeauChien tribal land building a rain garden a glass gravel drain and garden beds,Solution Frame,0
69768,Each region has produced plans for dealing with social distancing and other measures,Solution Frame,0
31824,Its really shifting a very negative resource into one that is more positive for the community said Jeff Bishop chief executive of Key Capture Energy which plans to locate a 20megawatt battery storage project at a retired coal plant near Baltimore Md,Solution Frame,0
101348,My colleague Brad Plumer recommends this one from the great series 99 Invisible about planting oyster beds to protect shorelines from climate change,Solution Frame,0
113628,The United Kingdom and Canada said this week that they too would take steps to phase out coal,Solution Frame,0
27479,French and his colleagues at Green Forests Work a nonprofit group hope to aid the decadeslong effort to revive the American chestnut by bringing the trees back onto Appalachias former coal mines,Solution Frame,0
11337,Instead they say companies should just focus on directly cutting their own emissions,Solution Frame,0
21423,They would also have advantages over current nuclear plants that split rather than fuse atoms because the fuel needed for fusion is more readily available and the radioactive waste produced is far less dangerous and problematic,Solution Frame,0
65012,Get the latest news about climate change plus tips on how you can help,Solution Frame,0
69292,Get the latest news about climate change plus tips on how you can help,Solution Frame,0
109272,He sees a need to radically urgently adapt to the new normal grow fodder for the lean times build reservoirs to store water switch to crops that do well in Kenyas soil and not just maize the staple,Solution Frame,0
64072,has vowed to pursue tougher federal standards on new cars and trucks that if implemented could help reduce gasoline use and make electric vehicles more financially attractive,Solution Frame,0
104321,Get notified about extreme weather before it happens with custom alerts for places in the U,Solution Frame,0
104618,Energy savings can be so great that many municipalities offer financial incentives to homeowners for energy audits,Solution Frame,0
92329,With the help of a video that showed how to change the broken part the job took only about 15 minutes,Solution Frame,0
135771,Bidens signature climate law the 2022 Inflation Reduction Act which includes at least 370 billion in tax incentives to expand renewable energy such as wind and solar power as well as electric vehicles,Solution Frame,0
45544,Regan the administrator of the Environmental Protection Agency said in an interview Tuesday that he would begin to announce before the end of the year asuite of new policies to draw down emissions from electric utilities,Solution Frame,0
80132,along with the Department of Justice began entering agreements that let cities like these avoid fines by committing to detailed plans for reducing or eliminating the overflows,Solution Frame,0
90059,Smith of Swiss Re said that cities should take responsibility for protecting themselves from the rising toll of disasters rather than waiting for the federal government,Solution Frame,0
120780,Desalination is the only way to continue having large population centers in the region said Karen E,Solution Frame,0
77985,When Americans are forced to leave their homes because of flooding or fires and have nowhere else to go charitable organizations routinely open temporary shelters that usually consist of rows of cots in school gymnasiums churches convention centers or other large indoor spaces,Solution Frame,0
57433,The White House used the summit to promote global cooperation in the fight against climate change and declared that the United States would help vulnerable countries including India deal with the ravages of rising temperatures,Solution Frame,0
113438,For the world to meet its climate goals the country would almost certainly need to accelerate its efforts,Solution Frame,0
102037,This week she is installing sensors to measure sea level rise on the Georgia coast to help government officials manage disaster response,Solution Frame,0
3381,In short renewable sources are replacing coal the most polluting fossil fuel,Solution Frame,0
61565,But from a drive around his ranch it is clear that a big source of pride is the visible improvements he is seeing in the land,Solution Frame,0
66739,Biden has said he intends to assemble a climate world summit to press leaders of the big industrial nations to cut greenhouse gas emissions more aggressively,Solution Frame,0
77293,He said the agency should suspend reconstruction work in other parts of the country that are still recovering from previous disasters so it has people ready for this years storm season,Solution Frame,0
91167,But individuals can play a part too by reducing their own use of disposable plastics,Solution Frame,0
61837,Rhodium in particular is effective in reducing levels of nitrogen oxide from a gasoline cars tailpipe emissions,Solution Frame,0
3099,Baird said the funds could reduce Lincolns greenhouse gas emissions by 77 percent by 2050,Solution Frame,0
128784,Emergency medical workers and local officials across the country are spreading the word about cooling centers and swimming pools and stocking up on bottles of water to hand out to help offer relief from soaring temperatures and muggy weather,Solution Frame,0
690,MiamiDade County has hired a chief heat officer who is looking into ways to better prepare a county of 2,Solution Frame,0
120489,These wont save the immense boreal forests from global warming but they could help communities adapt,Solution Frame,0
73172,She has been one of the few people to ask proactively what can be done within the institution to change the foundation of what we do and how we do it,Solution Frame,0
125072,It will take more than a slightly bigger stake in one mine however large the mine may be to solve that,Solution Frame,0
121979,Keith founded Carbon Engineering a company that developed a process for pulling carbon dioxide from the atmosphere,Solution Frame,0
123491,The efforts which the White House called the first comprehensive strategy to tackle plastic use nationwide aim to reduce demand for disposable plastic items while also helping to create a market for substitutes that are reusable compostable or more easily recyclable,Solution Frame,0
100335,Get notified about extreme weather before it happens with custom alerts for places in the U,Solution Frame,0
41294,Julio Cusurichi Palacios president of the Native Federation of the Madre de Dios River and Tributaries a group formed by Indigenous communities in the region said the government should combat illegal mining with enforcement but also by strengthening alternative livelihoods for Indigenous and other local people,Solution Frame,0
55641,Obtaining these data will be key for science to provide the information needed to help these countries adapt,Solution Frame,0
66135,Get the latest news about climate change plus tips on how you can help,Solution Frame,0
