id,input_text,Frame,tag
2189,If you see yellowing foliage get it diagnosed with help from your county cooperative extension service,Solution Frame,0
95225,Pressurecompensating aerators better regulate the flow from fixtures and can be quite inexpensive,Solution Frame,0
78383,Or they could try to scale back subsidies for fossil fuels help retrain workers into cleaner sectors and take the moment to try to address the climate problem,Solution Frame,0
56140,Moons government by suggesting the country take corresponding efforts to the United States in reducing planetwarming emissions,Solution Frame,0
37413,But there are some simple levers Stop mowing down forests to grow food and stop throwing away so much food,Solution Frame,0
54829,Biden meet his goal of conserving 30 percent of public lands by 2030,Solution Frame,0
75189,Reconstruction post Covid19 should be shaped in a way that reduces our vulnerability she said,Solution Frame,0
110485,Engineers and researchers say that construction plans should consider these design constraints at the outset,Solution Frame,0
46709,Scientists say that nations must quickly and deeply cut emissions from burning oil gas and coal to avert the most harrowing impacts of climate change,Solution Frame,0
62266,Gurneys method can help to measure the same thing in different ways and thus gain confidence in the results,Solution Frame,0
41698,But she said she found a way to make that status work for her,Solution Frame,0
30665,3 billion from the oil and gas industry over a decade much of which will be reinvested in measures to help prevent methane leaks,Solution Frame,0
85891,Guterres to adopt greener travel policies like encouraging the use of trains whenever possible,Solution Frame,0
3337,More climate news The Washington Post followed researchers who are releasing butterflies that they hope will fill in for a longextinct species and help restore an ecosystem,Solution Frame,0
42664,That research is part of a large body of work throughout the West that shows that forest treatments can work to reduce fire intensity,Solution Frame,0
41781,In 1992 Congress passed a production tax credit to subsidize wind installations making them more attractive investments,Solution Frame,0
76027,So the city is looking at turning some streets into impromptu social spaces particularly for use in the evenings when temperatures outdoors can be lower than inside homes without airconditioning,Solution Frame,0
10026,A large flat screen on the wall of the Munich offices of the Mobility House a firm whose investors include MercedesBenz and Renault illustrates one way that carmakers could profit while helping to stabilize the grid,Solution Frame,0
97199,This even as renewables like solar and wind power are rapidly becoming more affordable,Solution Frame,0
54779,I think theres a better way and I look forward to talking with the president about how to find a lasting solution thats better for the land and everyone involved he said,Solution Frame,0
89008,Get notified about extreme weather before it happens with custom alerts for places in the U,Solution Frame,0
32902,Listen to local news media for the most uptodate information on how to prepare and when to evacuate from the area,Solution Frame,0
10365,To combat these bloodsuckers companies offer a deluge of products and services,Solution Frame,0
73529,It also calls for requiring companies and by extension consumers to pay for emitting carbon dioxide into the atmosphere but in a way that gives money back to low and moderateincome households,Solution Frame,0
43672,But Jacobs says that as a Catholic he feels a responsibility to be a steward of the land and that everyone can help fight biodiversity collapse by planting native plants outside their front doors,Solution Frame,0
53261,Biden is counting on increasingly cheap solar and wind power to meet his goal of having the United States get 100 percent of its electricity from power plants that do not emit carbon dioxide by 2035,Solution Frame,0
5616,There are really smart people that are coming up with solutions,Solution Frame,0
52417,There is a lot that can be done and there is a lot that can be saved,Solution Frame,0
35766,Energy Secretary Jennifer Granholm on Twitter touted the projects potential to reduce carbon emissions and lower energy prices,Solution Frame,0
128186,Some 80 percent people across the world polled by the United Nations said they wanted their governments to take stronger action to fight the climate crisis,Solution Frame,0
26131,They could also be helping to revive a storied industry thousands of miles away in India,Solution Frame,0
78865,If a seismic survey does take place in the refuge another paper by Interior Department scientists has suggested ways it could reduce disturbances to polar bears,Solution Frame,0
2132,Tourism Squamish This summer to keep its hiking trails and camping sites clean Tourism Squamish introduced the Red Bag Program in which ambassadors stationed at popular trailheads and parks distribute free red plastic garbage bags,Solution Frame,0
33858,Whenever a crisis like this happens donors spend cash to provide emergency food and water,Solution Frame,0
25450,We want to have this conversation and to bring it around to our demand about what we need to do to avoid climate breakdown and collapse Ms,Solution Frame,0
20944,A recent report by several nonprofit groups argued that raising the incomes of farmers would go a long way to protect forests,Solution Frame,0
25129,Specifically poor countries want to see a new fund to pay for things like relocating vulnerable villages or simply making up the economic growth lost to worsening floods storms and heat waves,Solution Frame,0
64117,To create thousands of jobs save billions of dollars and safeguard the environment we must invest in alternatives to HFCs he said,Solution Frame,0
60036,In only six months slower speeds in the Santa Barbara and San Francisco areas helped reduce pollution from nitrous oxide by more than 530 tons and greenhouse gas emissions by 17000 metric tons,Solution Frame,0
37466,Susan Buchanan a spokeswoman for the National Weather Service said We take this situation seriously and are pursuing all avenues to resolve it,Solution Frame,0
2975,will tell you electric vehicles are going to save the automobile industry so the Chinese dont dominate it Mr,Solution Frame,0
40827,If we need to make safety improvements to existing highways we absolutely should,Solution Frame,0
97874,is working on a literally outofthisworld technology that beams the heat of the sun away from the earth and into space,Solution Frame,0
74207,More than 60 percent of people surveyed said they supported setting aside more road space for bus lanes as well as bike lanes,Solution Frame,0
55824,administrator said that the new limits would curb abuses of the Clean Water Act that have held our nations energy infrastructure projects hostage and to put in place clear guidelines that finally give these projects a path forward,Solution Frame,0
91840,Obama commissioned a bipartisan panel to investigate the cause and recommend policy changes meant to prevent such disasters,Solution Frame,0
81246,Birch the commissioner of the Virginia Department of Transportation said the agency was seeking an alternate solution for the seabirds,Solution Frame,0
119624,It takes a comprehensive effort involving every country doing what they committed to and more,Solution Frame,0
65656,Unless your electricity comes from renewable sources propane is probably your best bet,Solution Frame,0
99856,Get notified about extreme weather before it happens with custom alerts for places in the U,Solution Frame,0
29413,Its also designed to draw more private investment so the total investment in things like electrifying transportation or developing batteries for energy storage is undoubtedly going to be much larger than 369 billion,Solution Frame,0
77130,Its in the interest of everyone to have communities that are enforcing strong floodplain management requirements  and that we have insured survivors,Solution Frame,0
13513,If we could get 10 percent of the population to update at a time in 10 years we would have transitioned,Solution Frame,0
23657,in which wealthy nations agreed to provide 100 billion a year from public and private sources to developing countries to help them mitigate climate change and shift away from fossil fuels,Solution Frame,0
25831,So regardless of whether its required in your state you might want to start composting at home,Solution Frame,0
41678,And so in addition to providing data she established a series of training programs to show governments how to use that data effectively,Solution Frame,0
