id,input_text,Frame,tag
132877,The economics of the transition to renewable energy and implementing climate solutions make a lot of sense,Solution Frame,0
95248,Addressing those risks requires tapping into the genetic riches of wild varieties,Solution Frame,0
108694,Indias coal demand is growing at a slower pace than it did over the previous decade as the country turns to solar power and other clean energy sources,Solution Frame,0
77501,So I could be available to try to help people through that,Solution Frame,0
62767,It also will create a number of councils and committees to try to ensure that poor and minority communities as well as Americans who live in coal country see the economic benefits of clean energy policies,Solution Frame,0
20090,energy use to its lowest level in decades with emissions plummeting more than 10 percent,Solution Frame,0
83854,So during planned burns great pains have to be taken to make sure that the smoke is directed away from population centers,Solution Frame,0
90412,The proposals included automatically enrolling all homeowners in flood insurance when they get a mortgage getting local governments to buy flood insurance for homeowners that is paid for through property taxes and making it harder for homeowners to drop flood insurance once they first buy it,Solution Frame,0
56564,Right now they are considering selecting certain southerly tree species to handplant inside the park in the hope that they will avoid a forest full of brambles,Solution Frame,0
109530,Green spaces can reduce temperatures in cities where paved surfaces magnify hot weather and they can capture storm water to reduce flooding as climate change leads to increasing rainfall in some parts of the country,Solution Frame,0
119185,Google has been a pioneer in powering its operations with renewable energy striking deals with renewable producers and promising to buy the energy they produce with wind turbines and solar cells,Solution Frame,0
81170,Julia Moskin Brad Plumer Rebecca Lieberman and Eden Weingart guided readers through those impacts and explained what to consider when choosing what kinds of food to buy while offering practical options for reducing carbon footprints,Solution Frame,0
73619,Many city leaders are trying to fix that in some cases leveraging lessons learned from earlier pandemics in Asia,Solution Frame,0
18483,Renewables are increasingly affordable once theyre built and they offer security as well,Solution Frame,0
111589,Get notified about extreme weather before it happens with custom alerts for places in the U,Solution Frame,0
14106,Its also trying to build practically from scratch a domestic renewable energy industry,Solution Frame,0
15621,Germany is working to radically reduce the amount of carbon dioxide it emits by 2045,Solution Frame,0
92704,First you could consider trying to give those devices a second life,Solution Frame,0
85859,Guterres was bullish on what he described as a new willingness by governments and companies to address climate change seriously,Solution Frame,0
5874,Take a proposed New York state law that would require companies to reduce the plastic packaging they use by 50 percent over 12 years by requiring them to either find more sustainable options or pay a fee,Solution Frame,0
81312,The Supreme Court of the Netherlands on Friday ordered the government to cut the nations greenhouse gas emissions by 25 percent from 1990 levels by the end of 2020,Solution Frame,0
30047,He would later receive the Nobel Memorial Prize in Economic Sciences for showing that the most efficient remedy for problems caused by greenhouse gases is a global scheme of universally imposed carbon taxes,Solution Frame,0
42349,Biden has set a goal of slashing the nations greenhouse gas emissions at least 50 percent below 2005 levels by 2030 which is roughly the pace that scientists say the whole world must follow to keep the Earth from warming more than 1,Solution Frame,0
5707,We hope that by showcasing the success of this and other initiatives other cities around the globe will be inspired to find their way to incentivize more sustainable tourism behavior ultimately leading to a more sustainable future for everyone,Solution Frame,0
28521,During a heat wave this summer Spains prime minister Pedro Snchez asked public officials and private sector workers to stop wearing neckties which he said would reduce the need for air conditioning and thus save energy,Solution Frame,0
46019,Yet other environmentalists say that the world will need to explore as many options as possible to limit the increasing damage from climate change,Solution Frame,0
109399,And youll need to be prepared to shimmy up that tower for regular maintenance unless you get a tiltup turbine that is easier to access from the ground,Solution Frame,0
102189,Revoking Obamas draconian fuel mileage restrictions and Californias dubious exemption to federal standards would make cars safer and more affordable,Solution Frame,0
66672,But air quality and water clarity can be restored once emissions are put back under control,Solution Frame,0
88510,Last week our One Thing contributor Tik Root wrote about trees and suggested that planting ficus could be a good option in Southern California,Solution Frame,0
26584,They also say the risks of increasingly wild weather make it all the more urgent that cities and states take steps to protect people and property,Solution Frame,0
96360,It extended existing federal authority to limit pollution in large bodies of water like the Chesapeake Bay and Puget Sound to smaller bodies that drain into them such as tributaries streams and wetlands,Solution Frame,0
20429,Clean power on demand Engineers say a selfrecharging hydroelectric project in Portugal could fill in the gaps when wind and solar farms are not producing energy,Solution Frame,0
45837,climate conference making lofty pronouncements and announcing progress including landmark agreements to end deforestation and reduce methane emissions,Solution Frame,0
85270,Bernhardt moving forward with policy to help bring water to those who need it,Solution Frame,0
105377,Google is also trying to figure out how to assemble a suite of zerocarbon energy sources that can run 24 hours a day which may require additional technologies like battery storage demand response programs or even nuclear power,Solution Frame,0
73888,Until that happens this project offers a reasonable way to keep the lights on preserve jobs and reduce the plants environmental impact,Solution Frame,0
48532,But where cities are succeeding theyre finding that electrifying public transit can solve more than just climate problems,Solution Frame,0
29523,I feel like we havent reached the point where every water user on the river accepts that everybody has to be a part of this solution he said,Solution Frame,0
103102,One 2014 study led by Matei Georgescu of Arizona State University found that the strategy if widely adopted could cut temperatures by several degrees in cities like Washington or New York,Solution Frame,0
64573,But all levels of society would have to work together the report said such as cities rewriting building codes to encourage electric heating or states reducing car dependency by expanding public transit,Solution Frame,0
76283,When we do that for products and materials we can offset a lot of the negative environmental impacts that happen way upstream in the supply chain,Solution Frame,0
65394,The United Nations published a separate report on Wednesday concluding that governments must reduce the production of fossil fuels by 6 percent a year over the next 10 years to limit catastrophic warming,Solution Frame,0
66466,If they turn out to be industrial sources we work to find the operators and let them know  and if theyre not already customers hopefully turn them into customers he said,Solution Frame,0
24088,At least 18 states have now written formal adaptation plans with another six in the works,Solution Frame,0
85059,Kazaglis said like buying things that last longer and flying less,Solution Frame,0
72642,Bidens plan would spend 2 trillion over four years to put the United States on an irreversible path to netzero emissions of planetwarming gases before 2050 meaning that carbon dioxide and other pollutants would be completely eliminated or offset by removal technology,Solution Frame,0
30430,It expands tax credits for carbon capture technology that could allow coal or gasburning power plants to keep operating with lower emissions,Solution Frame,0
120292,Societies should instead try to chart the path ahead by looking at what was here before nature and ways of living that had all of nature and not just human beings at their center,Solution Frame,0
55542,To cope Terra has reduced operating expenses at its oil and gas production sites by about 30 percent allowing the company to generate significant cash flow and return capital to shareholders despite weak natural gas prices,Solution Frame,0
134174,It takes time and money to replace a lawn but municipalities in a number of mostly Western states including California now offer rebates to help offset those costs,Solution Frame,0
54945,In the Hindu Kush mountains of South Asia a project has conserved an area about the size of Belgium restoring highaltitude forests and rangelands and protecting threatened snow leopards and musk deer the report says while keeping carbon out of the atmosphere,Solution Frame,0
